RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
174,Chicken Supreme with Mushrooms,1543,Doreen Randal,PT1H,PT50M,PT1H50M,Make and share this Chicken Supreme with Mushrooms recipe from Food.com.,character(0),Chicken Breast,"c(""Chicken"", ""Poultry"", ""Meat"", ""Very Low Carbs"", ""Weeknight"", ""Oven"", ""Freezer"", ""< 4 Hours"")","c(""65"", ""2"", ""125"", NA, ""4"", ""1"", ""4"", ""4"")","c(""butter"", ""onions"", ""mushrooms"", ""dry white wine"", ""tomato puree"", ""boneless chicken breasts"")",5,1,411,26.8,12.2,209.7,7.3,1,3.2,32,4,NA,"c(""Melt 15g of the butter in a pan."", ""Add the onions and saute until soft. Add the  mushrooms and salt and pepper to taste and cook until soft. Add the wine, tomato puree and stock and continue cooking, stirring, until the liquid is well  concentrated; chill."", ""Beat out the chicken breasts to an even thickness and place each one on a sheet of foil."", ""Divide the mushrooms mixture between them and dot  with the remaining butter."", ""Fold the foil over the top and seal the edges."", ""TO FREEZE Place parcels on a baking sheet and freeze, then pack in a plastic  bag."", 
""Seal, label and return to the freezer."", ""TO SERVE Place the foil parcels on a baking sheet. Cook from frozen in a  preheated hot oven, 220 C , for about 1 hour."", ""Remove the foil and sprinkle with  parsley."")"
175,Cola Roast,1540,gowiththefro,PT3H,PT15M,PT3H15M,Make and share this Cola Roast recipe from Food.com.,character(0),Free Of...,"c(""Weeknight"", ""Roast"", ""Oven"", ""< 4 Hours"")","c(""1"", ""1/2"", ""1/2"", ""3"", ""1"", ""12"", ""2"", ""2"", ""1"")","c(""salt"", ""pepper"", ""garlic powder"", ""chili sauce"", ""Worcestershire sauce"")",4.5,7,632,24.9,7,2236.9,27.6,5.2,17.6,73.1,4,NA,"c(""Preheat oven to 325F."", ""In a small bowl, combine the salt, pepper, and garlic powder; rub over surface of roast.  In a Dutch oven, heat the oil to hot and brown roast on all sides."", ""Transfer roast to roasting pan."", ""Combine all the remaining ingredients; pour over roast.  Cover and roast for 2 1/2-3 hours until tender."")"
176,Cola Cake,1613,george nuckols,PT35M,PT20M,PT55M,Make and share this Cola Cake recipe from Food.com.,character(0),Dessert,"c(""< 60 Mins"", ""Oven"")","c(""2"", ""1 3/4"", ""3"", ""1"", ""1/2"", ""1"", ""1"", ""1"", ""2"", ""1 1/2"")","c(""flour"", ""white sugar"", ""baking soda"", ""buttermilk"", ""butter"", ""margarine"", ""vanilla"", ""eggs"", ""miniature marshmallows"")",5,1,560.7,24.9,15.1,403.6,80.2,1.2,52.8,6.1,8,NA,"c(""Beat all but eggs and marshmallows for two minutes."", ""Add eggs and beat two minutes more.  Stir in marshmallows."", ""Bake in 9 X 13 pan for 35 minutes."", ""FROSTING: 1/2 cup butter or margarine  3 tablespoon cocoa 1 pound powdered sugar 1/3 cup Coke or Pepsi 1 cup chopped nuts Mix butter, cocoa, sugar and Coke well together and add chopped nuts."", ""Pour over hot cake."")"
177,Chicken Sate with Peanut Sauce,1601,Gilcat2,NA,PT20M,PT20M,"We prefer the chicken breasts whole, with the sauce accompanying, but you can cut it into chunks and skewer it if you prefer.  The sauce is SO good that I eat the leftovers with a spoon!  (Also very good on toasted English muffins...)",character(0),Chicken Breast,"c(""Chicken"", ""Poultry"", ""Fruit"", ""Nuts"", ""Meat"", ""Thai"", ""Asian"", ""High Protein"", ""High In..."", ""Broil/Grill"", ""< 30 Mins"", ""Oven"")","c(""6"", ""1/4"", ""2"", ""1/2"", ""1"", ""1"", ""1"", ""1/4"", ""1"", ""1"", ""2"", ""1"", ""1/4"", ""1/2"", ""2"")","c(""boneless skinless chicken breast halves"", ""soy sauce"", ""lime juice"", ""butter"", ""onion"", ""olive oil"", ""cayenne"", ""soy sauce"", ""sugar"", ""garlic"", ""ginger"", ""salt"", ""lime juice"")",5,11,527.6,37.9,13,1525.5,12.2,3.4,3.2,38.2,6,NA,"c(""Combine butter, 1/4 cup soy sauce, coriander, and 2 Tbsp lime juice. Marinate chicken in this while you make peanut sauce:  Saute onion and garlic in oil  until tender."", ""Cool."", ""Place in blender, add everything else, and blend carefully."", ""Slowly and carefully add enough boiling water to form a thick paste.  Now, broil chicken until done, basting with marinade.  Serve with peanut sauce."")"
178,Coconut Crunch Beans,1533,Dancer,PT48H3M,PT10M,PT48H13M,Garden-fresh beans receive an exotic twist with a lightly spiced crunchy coconut and sesame seed topping.,character(0),Coconut,"c(""Beans"", ""Fruit"", ""Nuts"", ""Low Protein"", ""Free Of..."", ""Weeknight"")","c(""1"", ""4"", ""1/2"", ""1/4"", ""1/4"", ""1/4"", ""1"")","c(""sesame seeds"", ""butter"", ""unsweetened coconut"", ""chili powder"", ""turmeric"", ""salt"", ""green beans"")",4,1,269.9,23.4,18.8,191.6,15.5,8.8,3.7,4.5,4,NA,"c(""In nonstick skillet, cook sesame seeds, stirring, over medium heat for 2 minutes or until slightly golden."", ""Stir in half of the butter until melted."", ""Stir in coconut, chili powder, turmeric and salt; cook, stirring, for 1 minute or until coconut turns deep golden."", ""(Coconut mixture can be stored in airtight container at room temperature for up to 24 hours.) In large pot of boiling salted water, cook beans for 3 minutes; drain well."", ""(Beans can be prepared to this point, chilled under cold water, drained and refrigerated in towel-lined airtight container for up to 24 hours.) In nonstick skillet, melt remaining butter over medium heat; cook beans for about 3 minutes or until tender-crisp."", 
""Toss with coconut topping."")"
179,Coconut Chicken Bites,1612,JANIC412,PT25M,PT40M,PT1H5M,Make and share this Coconut Chicken Bites recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/9/picHQgcFk.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/9/picrgoOin.jpg"")",Lunch/Snacks,"c(""Chicken Breast"", ""Chicken"", ""Poultry"", ""Coconut"", ""Fruit"", ""Nuts"", ""Meat"", ""Weeknight"", ""Oven"", ""< 4 Hours"")","c(""1"", ""1"", ""1/2"", ""1/2"", ""1/4"", ""1/4"", ""1"", ""1/3"")","c(""chicken breast"", ""coconut"", ""flour"", ""salt"", ""black pepper"", ""garlic powder"", ""egg"", ""butter"")",5,29,1094.1,81.8,50.7,1046.4,34.6,7.9,3.3,57,2,NA,"c(""Heat oven to 400°F."", ""Mix flour, coconut, salt, pepper and garlic powder together."", ""Dip chicken bites in the egg, then in the flour mixture. Place the chicken bites onto a greased cookie sheet or baking pan."", ""Drizzle with melted butter."", ""Bake approximately 25 minutes or until the chicken is browned and cooked through."", ""Turn once during cooking."", ""This is good served with an apricot or plum dipping sauce.  Jan."")"
180,Chocolate Pound Cake,1530,Carole Reu,PT1H41M,PT1H35M,PT3H16M,I am resending this recipe.  This is the corrected version!  I really made a  goof up on the original.  Sorry about the mistake I've made.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/0/picecIIb4.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/0/pic7egTmQ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/0/picQ2WcHF.jpg"")",Dessert,"c(""Weeknight"", ""Oven"", ""< 4 Hours"")","c(""3"", ""1 1/2"", ""3"", ""1 1/2"", ""3"", ""1 1/4"", ""3/4"", ""2"", ""3/4"", ""1/4"", ""13"")","c(""boiling water"", ""vanilla"", ""eggs"", ""cake flour"", ""sugar"", ""sugar"", ""baking powder"", ""salt"", ""unsalted butter"")",4.5,5,2905.2,168.7,101.2,1092.8,321.9,9.2,178,38.2,1,NA,"c(""Preheat oven to 350°F."", ""Use a 8 x 4 x 2 1/2\"" loaf pan, (4 cups) or any 6 cup loaf  pan or fluted tube pan, greased and floured."", ""In a medium mixing bowl whisk  together the cocoa and water until smooth."", ""Allow to cool to room temperature  and lightly whisk in the vanilla and eggs."", ""In a large mixing bowl combine the  remaining dry ingredients and mix on low speed for 30 seconds to blend."", ""Add 1/2  the chocolate mixture and the butter."", ""Mix on low speed until the dry  ingredients are moistened."", 
""Increase to medium speed and beat for 1 minute to  develop the cake's structure.  Scrape down the sides."", ""Gradually add the  remaining chocolate mixture in 2 batches, beating 20 seconds after each addition to incorporate the ingredients and strengthen the structure.  Scrape down the  sides."", ""Scrape the batter into the prepared pan and smooth the surface with a  spatula."", ""The batter will be almost 1/2 inch from the top of a 4-cup pan."", ""(if your  pan is slightly smaller, use any excess batter for cupcakes.)  Bake for 50 to 60 minutes, (40 to 50 minutes in a fluted tube pan) or until a wooden toothpick  inserted in the center comes out clean."", 
""Place loosely with buttered foil over  the cake after 20 minutes to prevent over browning."", ""The cake should start to  shrink away from the sides of the pan only after removal from the oven."", ""Let the cake cool in the pan on a rack for 10 minutes."", ""Loosen the sides with a metal  spatula and invert onto a greased wire rack."", ""If baked in a loaf pan, to keep  the bottom from splitting, reinvert so that the top is up and cool completely  before wrapping airtight."", ""TOPPING:  This is for extra moistness and gives a subtle coffee accent."", 
""In a  small pan, stir together 1/4 cup water and 2 Tbsp sugar."", ""Bring to a full rolling boil."", ""Cover and remove from heat.  When cool, add 1 tbsp Kahlua."", ""When cake is baked, brush half the syrup onto the top."", ""Cool the cake 10 minutes and invert it onto a lightly greased rack."", ""Brush the bottom and sides with remaining syrup."", ""Reinvert onto rack, top side up, to finish cooling."")"
181,Chicken With Portabella Mushrooms-,82616,Shirl J 831,NA,PT15M,PT15M,"For extra richness, finish with a Tablespoon of butter, My suggestion  is to serve with a nice pasta side,  salad and fresh baked bread.",character(0),Chicken Breast,"c(""Chicken"", ""Poultry"", ""Vegetable"", ""Meat"", ""Broil/Grill"", ""< 15 Mins"", ""Oven"", ""Stove Top"", ""Easy"")","c(""2"", ""1/2"", ""2"", NA, ""1"", ""1/2"", ""1"", ""1"", ""2"")","c(""chicken breasts"", ""flour"", ""olive oil"", ""butter"", ""portabella mushroom"", ""onion white"", ""green onion"", ""fresh garlic"", ""fresh basil"", ""oregano"", ""fresh lemon juice"")",3,3,521,27.4,5.8,96.9,32.8,2.2,3,35.2,2,NA,"c(""Dredge the chicken breast pieces in flour and saute in olive oil."", ""In a non stick pan you can get by with very little."", ""Add the onions and mushrooms and saute till soft."", ""Add the lemon juice and fresh herbs, saute for 1 minute  till the flavors  combine."")"
182,Low-Fat Apple &amp; Apricot,1533,Dancer,NA,PT20M,PT20M,Make and share this Low-Fat Apple &amp; Apricot recipe from Food.com.,character(0),Dessert,"c(""Apple"", ""Fruit"", ""Vegan"", ""Free Of..."", ""< 30 Mins"", ""Easy"")","c(""20"", ""12"", ""1/2"", ""2"", ""1"", ""1"", ""1"", ""1"", NA)","c(""raisins"", ""dried currant"", ""lemon, rind of"", ""cinnamon stick"", ""clove"")",NA,NA,164.5,0.3,0,7.9,42.4,2.5,35.5,1.4,4,NA,"c(""Mix all ingredients thoroughly in a 3-quart pot."", ""Simmer uncovered for the better part of an hour, stirring often."", ""Add more juice if necessary and discard spice packet at end of cooking time."", ""Serve warm or chilled."", ""Keeps for days in the refrigerator."")"
183,"Chicken, Mozzarella & Pepper Tarts",1533,Dancer,PT25M,PT30M,PT55M,"Make and share this Chicken, Mozzarella & Pepper Tarts recipe from Food.com.",character(0),Poultry,"c(""Meat"", ""< 60 Mins"", ""Oven"")","c(""1"", ""1/4"", ""1/3"", ""2"", ""2"", ""2"", ""24"")","c(""chicken"", ""onion"", ""sun-dried tomatoes"", ""dried basil"", ""mozzarella cheese"")",5,1,54.8,3.8,1.7,72.5,0.7,0.1,0.4,4.3,NA,24 tarts,"c(""Preheat oven to 350 F."", ""In a non-stick skillet, stir cook the chicken just until it turns white. Add the onion, pepper, tomatoes and basil."", ""Continue to stir cook until the onions are tender."", ""Remove from the heat and let cool."", ""Stir the Mozzarella into the cooled chicken mixture then fill the tart shells."", ""Bake in the oven for 20-25 minutes or until the pastry is golden brown and the filling is bubbly."")"
185,Cola Fruit and Date Loaf,125579,GrandmaIsCooking,PT1H,PT50M,PT1H50M,"--Adopted Recipe--  The original submitter says that this fruity loaf showed up in Coke and Seven-Up cookbooks. The recipe was adapted  from &quot;Cooking With Coke&quot; - a publication of the Coca Cola Company.  Be sure to make a day ahead of time, because it is best the next day.","""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/5/picgrPBKe.jpg""",Quick Breads,"c(""Breads"", ""Fruit"", ""Low Cholesterol"", ""Healthy"", ""Weeknight"", ""Oven"", ""< 4 Hours"")","c(""1"", ""1 1/4"", ""1"", ""2"", ""2"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1/2"")","c(""dates"", ""brown sugar"", ""flour"", ""baking soda"", ""baking powder"", ""cinnamon"", ""lemon rind"", ""egg"", ""vanilla extract"", ""pecans"")",5,3,267,6.2,0.7,150,51.4,2.6,32.2,3.6,12,NA,"c(""Preheat oven to 350 Fahrenheit."", ""Generously grease a 9 by 5 inch loaf pan."", ""Chop dates."", ""Heat cola to boiling.  Remove from heat and stir in dates, mixing very well."", ""Stir in sugar and oil.  Cool while preparing other ingredients."", ""Stir dry ingredients together and add to cola mixture.  Stir in egg, extract and nuts."", ""Spoon batter into pan.  Bake about 1 hour until cake tests done.  Cool on a rack for 20 minutes then remove from pan and wrap."", ""Store overnight before slicing."")"
186,Coca-Cola Cake,1610,B  B Adams,PT1H,PT35M,PT1H35M,Make and share this Coca-Cola Cake recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/6/01478391864.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/6/01478391854.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/6/pic6kpxiQ.jpg"")",Dessert,"c(""Weeknight"", ""Oven"", ""< 4 Hours"")","c(""2"", ""2"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1/2"", ""1 1/2"", ""2"", ""1/2"", ""6"", ""1"", ""1"", ""1"", ""1"")","c(""flour"", ""sugar"", ""salt"", ""baking soda"", ""margarine"", ""buttermilk"", ""miniature marshmallows"", ""eggs"", ""margarine"", ""confectioners' sugar"", ""vanilla"")",5,9,1012.3,44.7,8.8,1006.8,148.8,2.8,116.3,9.2,8,NA,"c(""Combine flour, sugar, salt, cocoa and baking soda."", ""In small saucepan, bring butter and Coca-cola to a boil."", ""Add dry ingredients to mixture and then add buttermilk, eggs, and marshmallows."", ""(batter will be thin). Bake in 9x12 inch baking pan at 350 degrees for about 45 to 60 minutes or until tooth pick comes out clean."", ""Topping for coca-cola cake: Combine butter cocoa and coke in a small saucepan and bring to a boil."", ""Pour over sugar and mix well."", ""Add nuts an vanilla."", ""Pour over cake while still hot.""
)"
187,Chicken-Fried Steak With Cracked Pepper Gravy,275742,bugsbunnyfan,PT15M,PT1H20M,PT1H35M,Make and share this Chicken-Fried Steak With Cracked Pepper Gravy recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/7/picvWKPo1.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/7/01491357081.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/7/picDd0awn.jpg"")",Steak,"c(""Poultry"", ""Meat"", ""Weeknight"", ""< 4 Hours"")","c(""1 1/2"", ""1 1/2"", ""2"", ""1"", ""2"", ""1/2"", ""1/2"", ""2"", ""4"", ""1/4"", ""2"", ""1 1/3"", NA, ""1"")","c(""flour"", ""salt"", ""pepper"", ""cayenne"", ""eggs"", ""bock beer"", ""unsalted butter"", ""flour"", ""milk"", ""salt"", ""cracked pepper"")",5,10,1635.7,147.3,34.5,1017.8,46,1.9,0.3,32.9,4,3 cups,"c(""Prepare the flour spice by blending the flour, salt, pepper, and cayenne. Set aside on a plate or wax paper."", ""Prepare the batter by mixing the eggs with a whisk, in a large bowl."", ""Add the cream, and beer. Whisk to blend."", ""Set aside. In a deep, heavy skillet, heat the oil to 350 degrees. While the oil is heating, prepare the round steaks by dredging them in the flour spice, taking care to evenly coat the meat. Shake off any  excess."", ""Dip the meat into the batter, and then again in the flour  spice, evenly coating the batter so it is dry on the outside. When  the oil temperature reaches 350 degrees (when a drop of batter sizzles when dropped in it), gently slide one steak into the hot oil. Cook the steak about 5 minutes."", 
""Turn in, taking care not to break  the coating, and cook the meat 5 more minutes, or until the batter is nicely browned. Drain the cooked steak on paper towels. Repeat with the other steaks."", ""Hold the cooked steaks in a 225 degree oven until all four are done. Pour Cracker-Pepper Gravy over the steaks and serve. Yield: 4 servings."", ""CREAM GRAVY Melt the butter in a heavy saucepan."", ""When the foam goes down, whisk in the flour. Continually whisk until the flour cooks, becoming a fragrant light brown."", 
""Slowly add the milk, continuing to whisk to  keep lumps from forming."", ""Season with salt and pepper."", ""Simmer gravy for 10 minutes to cook and reduce. Serve hot."")"
189,Claudi Sanders' Refrigerator Rolls,1552,Ron  Joyce Ripple S,PT4H20M,PT40M,PT5H,Make and share this Claudi Sanders' Refrigerator Rolls recipe from Food.com.,character(0),Healthy,"c(""Weeknight"", ""Oven"", ""Refrigerator"")","c(""1"", ""1"", ""1"", ""1"", ""1"", ""10 -12"", ""1"", ""1"", ""2"")","c(""shortening"", ""sugar"", ""potato"", ""milk"", ""cake yeast"", ""flour"", ""baking soda"", ""salt"", ""baking powder"")",5,1,329,10.6,3.1,201.2,51.3,1.6,8.5,6.9,NA,24 rolls,"c(""Preheat oven to 400."", ""Cream shortening and sugar until light and fluffy."", ""Add potatoes and cream again."", ""In separate pot,m heat milk to lukewarm, and dissolve yeast.  Pour milk mixture into shortening, sugar and potatoes."", ""Ad enough flour (about 4 cups) to make a like a cake dough consistency."", ""Stir in salt.  Cover."", ""Let rise 2 hours, stir in balance of flour (about 6 to 7 cups), baking soda and powder to make like biscuit dough-knead."", ""Cover and refrigerate 1/2 hour, make into tolls."", 
""Let rise until double in size.  Bake about 15-20 minutes."", ""Refrigerate and use over 5 or 6 days."", ""Makes 24 rolls."")"
190,"$20,000 Prize-Winning Chili Con Carne",115621,glitter,PT2H20M,PT35M,PT2H55M,"Make and share this $20,000 Prize-Winning Chili Con Carne recipe from Food.com.",character(0),Pork,"c(""Meat"", ""Winter"", ""Weeknight"", ""Stove Top"", ""< 4 Hours"")","c(""2 1/2"", ""1"", ""1"", ""4"", ""1"", ""8"", ""1"", ""3"", ""2"", ""2"", ""2"", ""2"", ""2"", ""1"", ""1/2"", ""1/2"", ""1"", ""1"", ""1"")","c(""onion"", ""garlic cloves"", ""Budweiser beer"", ""Hunts tomato sauce"", ""water"", ""chili powder"", ""cumin"", ""bouillon"", ""oregano leaves"", ""paprika"", ""sugar"", ""flour"", ""cornmeal"", ""water"")",4,4,558.1,16.8,5,1004.2,38.5,10,13.8,55.6,NA,2 quarts,"c(""In large saucepan or Dutch oven, brown half the meat; pour off fat. Remove meat."", ""Brown remaining meat; pour off all fat except 2 Tbsps."", ""Add onion, garlic; cook and stir until tender."", ""Add meat and remaining ingredients except flour, cornmeal and warm water.   Mix well."", ""Bring to boil; reduce heat and simmer covered 2 hours."", ""Stir together flour and cornmeal; add warm water.   Mix well."", ""Stir into chili mixture.  Cook covered 20 minutes longer."", ""Serve hot."")"
191,Chilies Corn Muffins,1530,Carole Reu,PT25M,PT35M,PT1H,Make and share this Chilies Corn Muffins recipe from Food.com.,character(0),Quick Breads,"c(""Breads"", ""Peppers"", ""Vegetable"", ""< 60 Mins"", ""Oven"")","c(""1 1/2"", ""1/2"", ""1/4"", ""1/4"", ""3"", ""1/4"", ""1/2"", ""1/4"", ""1"", ""4"")","c(""all-purpose flour"", ""cornmeal"", ""sugar"", ""brown sugar"", ""baking powder"", ""salt"", ""skim milk"", ""soymilk"", ""egg"", ""green chilies"")",5,7,163.6,5.3,0.8,155.6,26.2,0.9,9.2,3.1,12,NA,"c(""Preheat oven to 400."", ""Spray a standard muffin pan with cooking spray."", ""In medium bowl, whisk flour, cornmeal, both sugars, baking powder and salt.  In medium  bowl, mix remaining ingredients."", ""Make well in dry ingredients."", ""Add milk  mixture and stir until just blended."", ""Divide batter among prepared muffin cups."", ""Bake 15 to 20 minutes, or until top springs back when lightly pressed."", ""Let cool in pan 5 minutes, them loosen edges and turn out on rack and cool completely."")"
192,Classic Cream Scones,1609,Barbara Heller,PT20M,PT1H5M,PT1H25M,"You're best off describing scones to a German by saying that they are like a   cross between a Kuchen (cake), a Plaetzchen (cookie), and a Broetchen   (roll), but are very unique and not really like anything else found in   Germany. My German husband *loves* this recipe:  Classic Cream Scones   (from Simply Scones, by Leslie Weiner and Barbara Albright)","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/2/picgmwTjd.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/2/piccqN85v.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/2/piceXLsg6.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/2/192.jpg"")",Scones,"c(""Quick Breads"", ""Breads"", ""Sweet"", ""Weeknight"", ""Oven"", ""< 4 Hours"")","c(""2"", ""1/4"", ""2"", ""1/8"", ""1/3"", ""1/2"", ""1"", ""1 1/2"", ""1/2"", ""1"")","c(""all-purpose flour"", ""granulated sugar"", ""baking powder"", ""salt"", ""unsalted butter"", ""heavy cream"", ""egg"", ""vanilla extract"", ""currants"", ""raisins"", ""egg"")",5,29,168.2,8.1,4.9,82.4,21.5,0.8,7.2,2.7,NA,14 scones,"c(""Preheat oven to 425F."", ""Lightly butter a baking sheet. In a large bowl, stir together the flour, sugar, baking powder, and salt.   Cut the butter into 1/2-inch cubes and distribute them over the flour   mixture. With a pastry blender or two knives used scissors fashion, cut in   the butter until the mixture resembles coarse crumbs."", ""In a small bowl, stir   together the cream, egg, and vanilla."", ""Add the cream mixture to the flour   mixture and stir until combines."", ""Stir in the currents/raisins (optional). With lightly floured hands, pat the dough into a 1/2-inch thickness on a   lightly floured cutting board."", 
""Using a floured 2 1/2-inch-diameter round   biscuit cutter or a glass, cut out rounds from the dough and place them on   the prepared baking sheet. Gather the scraps together and repeat until all   the dough is used."", ""Lightly brush the tops of the scones with the egg mixture,   if desired."", ""Bake for 13-15 minutes, or until lightly browned."", ""Remove the baking sheet to a wire rack and cool for 5 minutes."", ""Using a   spatula, transfer the scones to the wire rack to cool."", ""Serve warm or cool   completely and store in an airtight container."", 
""Makes about 14 scones."", ""Variation: Add about 1 1/2 teaspoons of grated lemon peel to the dry ingredients."", ""My variation: Classic Scones 280 grams all-purpose flour 65 g granulated sugar 2 teaspoons baking powder 1/8 teaspoon salt 110 g unsalted butter, chilled 6 tablespoons milk 1 large egg 1 teaspoon vanilla sugar 125 g raisins Preheat oven to 220C."", ""Directions as above."")"
193,Chinese Chicken,1543,Doreen Randal,PT1H30M,PT25M,PT1H55M,Make and share this Chinese Chicken recipe from Food.com.,character(0),Whole Chicken,"c(""Chicken"", ""Poultry"", ""Meat"", ""Chinese"", ""Asian"", ""High Protein"", ""Free Of..."", ""High In..."", ""Weeknight"", ""Oven"", ""< 4 Hours"")","c(""3"", ""4"", ""2"", ""1"", ""1"", ""1/3"", ""1"", ""1"")","c(""chicken"", ""tomato sauce"", ""soy sauce"", ""dry sherry"", ""white vinegar"", ""chili powder"", ""garlic"", ""green ginger"")",4.5,3,373.4,21.8,6.3,491.8,13.5,2.3,1.2,28,6,NA,"c(""Wash and dry chicken."", ""Combine the rest of the ingredients together and mix well."", ""Add the chicken, coat well with the marinade.  Allow to stand several hours or overnight in refrigerator."", ""Place chicken in a baking dish and pour over marinade.  Cover dish with foil."", ""Bake in a moderate oven 1 1/2 hours, remove foil, bake a further 30 minutes, brushing frequently with marinade."")"
194,Classic Chicken and Coconut Soup,1554,Jacques Lorrain,PT32M,PT55M,PT1H27M,Make and share this Classic Chicken and Coconut Soup recipe from Food.com.,character(0),Chicken Breast,"c(""Chicken"", ""Poultry"", ""Coconut"", ""Fruit"", ""Nuts"", ""Meat"", ""Very Low Carbs"", ""Weeknight"", ""< 4 Hours"", ""Easy"")","c(""2"", ""14"", ""1/2"", ""1"", ""1"", ""1/2"", NA)","c(""chicken broth"", ""unsweetened coconut milk"", ""fresh lemongrass"", ""chicken breast"", ""lime juice"", ""jalapeno chile"", ""fresh cilantro"")",4.5,4,587.8,52,41.2,836.8,11.8,0.1,0.9,24.5,2,NA,"c(""Bring first 3 ingredients to boil in heavy medium saucepan."", ""Reduce"", ""heat, add chicken and simmer until almost cooked through, turning occasionally, about 12 minutes."", ""Transfer chicken to plate; cool."", ""Remove chicken skin and bones."", ""Cut meat into 1/2-inch pieces."", ""Strain soup through sieve into small saucepan."", ""Add 1 Tbsp lime juice and jalapeno to soup and simmer until reduced to 2 cups, about 20 minutes."", ""Add chicken and simmer just to heat through."", ""Taste, adding more lime juice if desired."", 
""Ladle soup into bowls."", ""Sprinkle with fresh cilantro."")"
195,Chinese Hot and Sour Chicken Noodle Salad,1545,Nancy Van Ess,NA,PT1H20M,PT1H20M,Make and share this Chinese Hot and Sour Chicken Noodle Salad recipe from Food.com.,character(0),Chicken Breast,"c(""Chicken"", ""Poultry"", ""Meat"", ""Chinese"", ""Asian"", ""Low Cholesterol"", ""Healthy"", ""Weeknight"", ""< 4 Hours"")","c(""1"", ""8"", ""1"", ""3/4"", ""3"", ""1/3"", ""2"", ""1/4"", ""1"")","c(""chicken breast"", ""dry linguine"", ""peppercorn"", ""rice vinegar"", ""cider vinegar"", ""soy sauce"", ""fresh cilantro"", ""cucumber"")",5,1,340.7,12.7,2.5,375.7,45,9.2,1.1,15.9,6,NA,"c(""In a 5-6 quart pan, bring about 3 quarts of water to a boil."", ""Add chicken, cover  and bring to a boil."", ""Remove from heat and let stand, covered, until meat is  white in thickest part, about 20-25 min."", ""Lift out chicken, let cool and reserve  water."", ""Remove and discard skin and bones*; tear chicken into bite-size shreds."", ""If made ahead, cover and chill chicken and water until next day."", ""Bring water to a boil and add linguine. Boil, uncovered, until just tender to  bite, 6-8 min."", ""Drain; immerse in cold water until cool, then drain well again."", 
""Remove any debris from peppercorns."", ""In a 6-8\"" frying pan, toast peppercorns over med-low heat until fragrant, 2-3 min.; shake pan often."", ""Pour peppercorns into a  blender and whirl until finely ground."", ""Add chiles and oil to pan; cook over low heat until chiles just begin to brown,  about 3 min."", ""Let cool and add ground pepper, vinegar, soy sauce and cilantro."", ""On a shallow dish, arrange a bed of noodles; cover with cucumber and chicken."", ""Pour dressing evenly over salad and mix to blend."", 
""- - - - - - - - - - - - - - - - - -  NOTES : * I just use boneless, skinless chicken breasts to start with."")"
